event_id,case_id,activity,timestamp,duration_minutes,user_id,team,application_used,screen_name,event_type,status
E-000001556,C-0000187,Payment Processing,2025-11-29 12:28:57.850474129,18.8,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001557,C-0000187,Case Closed,2025-11-29 12:52:10.335152895,3.92,U-0003,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001558,C-0000188,Claim Received,2025-09-18 12:39:49.576970273,5.02,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001559,C-0000188,Eligibility Check,2025-09-18 12:54:33.974813270,15.78,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001560,C-0000188,Document Intake,2025-09-18 13:11:19.448146959,7.6,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001561,C-0000188,Document Review,2025-09-18 14:50:55.988994212,45.22,U-0014,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001562,C-0000188,Denial,2025-09-18 16:04:51.008459632,15.11,U-0004,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000001563,C-0000188,Case Closed,2025-09-18 16:51:24.589476590,7.7,U-0046,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001564,C-0000189,Claim Received,2025-09-05 03:14:18.106481788,3.93,U-0098,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001565,C-0000189,Eligibility Check,2025-09-05 04:32:40.880080180,8.92,U-0051,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001566,C-0000189,Document Intake,2025-09-05 04:56:30.060154069,10.6,U-0005,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001567,C-0000189,Document Review,2025-09-05 06:33:44.909213998,41.6,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001568,C-0000189,Approval,2025-09-05 09:56:39.403952410,9.33,U-0080,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001569,C-0000189,Payment Processing,2025-09-05 16:25:30.521986355,15.21,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001570,C-0000189,Case Closed,2025-09-05 17:06:46.183310888,2.39,U-0049,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001571,C-0000190,Claim Received,2025-07-25 02:40:22.663770373,3.95,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001572,C-0000190,Eligibility Check,2025-07-25 03:32:35.229843034,9.05,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001573,C-0000190,Document Intake,2025-07-25 04:04:14.851134109,6.74,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001574,C-0000190,Document Review,2025-07-25 08:43:50.138569613,74.85,U-0056,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001575,C-0000190,Approval,2025-07-25 11:56:09.741242957,7.81,U-0025,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001576,C-0000190,Payment Processing,2025-07-25 16:25:46.110374105,12.51,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001577,C-0000190,Case Closed,2025-07-25 16:46:22.376201899,5.02,U-0040,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001578,C-0000191,Claim Received,2025-09-04 20:06:52.313594845,2.41,U-0069,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001579,C-0000191,Eligibility Check,2025-09-04 20:30:05.503970803,12.65,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001580,C-0000191,Document Intake,2025-09-04 21:25:13.976946056,4.59,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001581,C-0000191,Document Review,2025-09-04 22:43:13.128533582,68.17,U-0045,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001582,C-0000191,Denial,2025-09-05 00:44:45.871719768,23.72,U-0080,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000001583,C-0000191,Case Closed,2025-09-05 01:40:36.253228704,3.74,U-0031,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001584,C-0000192,Claim Received,2025-07-23 23:56:08.612701123,2.58,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001585,C-0000192,Eligibility Check,2025-07-24 00:07:45.443729600,7.94,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001586,C-0000192,Document Intake,2025-07-24 01:45:13.063325980,8.33,U-0052,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001587,C-0000192,Document Review,2025-07-24 03:10:15.175059472,79.85,U-0055,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001588,C-0000192,Provider Clarification,2025-07-25 04:03:07.815317248,33.34,U-0017,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000001589,C-0000192,Document Review,2025-07-25 18:56:50.459123344,95.89,U-0081,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001590,C-0000192,Medical Necessity Review,2025-07-25 22:54:15.357389820,124.06,U-0077,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001591,C-0000192,Nurse Review,2025-07-26 08:39:46.578788345,89.75,U-0048,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001592,C-0000192,Approval,2025-07-26 11:12:39.629535963,5.46,U-0001,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001593,C-0000192,Payment Processing,2025-07-26 19:49:26.692071303,21.77,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001594,C-0000192,Case Closed,2025-07-26 20:40:22.011465298,2.94,U-0042,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001595,C-0000193,Claim Received,2025-08-03 09:34:23.452348165,3.7,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001596,C-0000193,Eligibility Check,2025-08-03 09:42:41.939748481,6.79,U-0091,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001597,C-0000193,Document Intake,2025-08-03 10:10:24.442268604,5.19,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001598,C-0000193,Document Review,2025-08-03 11:59:15.263204630,60.88,U-0019,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001599,C-0000193,Approval,2025-08-03 13:36:44.296310943,12.55,U-0080,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001600,C-0000193,Payment Processing,2025-08-03 15:16:05.941644520,20.13,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001601,C-0000193,Case Closed,2025-08-03 15:52:43.693770696,3.82,U-0004,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001602,C-0000194,Claim Received,2025-12-22 06:21:15.231618187,2.18,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001603,C-0000194,Eligibility Check,2025-12-22 06:39:08.182304324,8.4,U-0051,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001604,C-0000194,Document Intake,2025-12-22 06:57:27.266965434,6.26,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001605,C-0000194,Document Review,2025-12-22 19:16:47.980213117,40.24,U-0001,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001606,C-0000194,Approval,2025-12-22 20:38:32.908054914,20.4,U-0080,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001607,C-0000194,Payment Processing,2025-12-23 02:41:04.836840815,20.36,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001608,C-0000194,Case Closed,2025-12-23 03:27:28.543316734,1.98,U-0064,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001609,C-0000195,Claim Received,2025-07-17 08:45:43.789656100,8.72,U-0028,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001610,C-0000195,Eligibility Check,2025-07-17 09:13:47.579228773,5.33,U-0051,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001611,C-0000195,Document Intake,2025-07-17 09:41:22.902016734,8.33,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001612,C-0000195,Document Review,2025-07-17 10:27:47.873007486,35.61,U-0014,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001613,C-0000195,Medical Necessity Review,2025-07-18 05:05:43.879563029,59.8,U-0095,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001614,C-0000195,Approval,2025-07-18 08:09:35.786479903,15.41,U-0055,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001615,C-0000195,Payment Processing,2025-07-18 14:59:52.494807335,14.85,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001616,C-0000195,Case Closed,2025-07-18 15:19:01.358860256,4.93,U-0003,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001617,C-0000196,Claim Received,2025-09-27 05:05:10.171625869,3.17,U-0028,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001618,C-0000196,Eligibility Check,2025-09-27 05:26:56.889777248,13.03,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001619,C-0000196,Document Intake,2025-09-27 08:07:37.682495564,4.61,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001620,C-0000196,Document Review,2025-09-27 10:57:18.842818922,30.63,U-0021,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001621,C-0000196,Medical Necessity Review,2025-09-28 07:56:14.902015753,57.76,U-0044,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001622,C-0000196,Nurse Review,2025-09-28 17:58:29.603883158,50.3,U-0072,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001623,C-0000196,Medical Director Review,2025-09-30 23:55:36.613731915,131.32,U-0035,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001624,C-0000196,Approval,2025-10-01 02:30:09.967356370,16.28,U-0053,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001625,C-0000196,Payment Processing,2025-10-01 04:25:05.581120459,15.4,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001626,C-0000196,Case Closed,2025-10-01 04:56:05.587214601,5.06,U-0040,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001627,C-0000197,Claim Received,2025-11-30 16:15:23.165209619,7.99,U-0098,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001628,C-0000197,Eligibility Check,2025-11-30 17:05:52.856306956,11.44,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001629,C-0000197,Document Intake,2025-11-30 17:53:26.114836315,6.98,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001630,C-0000197,Document Review,2025-11-30 20:12:18.328292410,32.3,U-0021,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001631,C-0000197,Medical Necessity Review,2025-11-30 21:34:44.345490748,92.0,U-0034,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001632,C-0000197,Nurse Review,2025-12-01 09:12:46.587763518,40.32,U-0097,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001633,C-0000197,Approval,2025-12-01 12:27:43.998014532,20.92,U-0061,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001634,C-0000197,Payment Processing,2025-12-01 17:57:48.796413190,8.8,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001635,C-0000197,Case Closed,2025-12-01 18:27:46.350221513,3.65,U-0007,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001636,C-0000198,Claim Received,2025-12-22 10:29:13.526959378,5.07,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001637,C-0000198,Eligibility Check,2025-12-22 11:04:26.054927421,5.96,U-0091,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001638,C-0000198,Document Intake,2025-12-22 12:25:02.006815136,8.69,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001639,C-0000198,Document Review,2025-12-22 17:15:37.014656422,35.82,U-0025,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001640,C-0000198,Approval,2025-12-22 20:22:10.995368873,20.54,U-0031,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001641,C-0000198,Payment Processing,2025-12-23 01:30:06.040358286,21.48,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001642,C-0000198,Case Closed,2025-12-23 02:01:47.847255217,5.43,U-0040,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001643,C-0000199,Claim Received,2025-07-27 20:25:09.479604880,4.52,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001644,C-0000199,Eligibility Check,2025-07-27 21:00:55.191776238,6.67,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001645,C-0000199,Document Intake,2025-07-27 22:05:10.195232945,15.39,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001646,C-0000199,Document Review,2025-07-27 23:34:52.839392471,98.49,U-0008,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001647,C-0000199,Medical Necessity Review,2025-07-28 10:52:07.334833431,134.97,U-0077,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001648,C-0000199,Nurse Review,2025-07-29 00:38:08.160272643,38.23,U-0095,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001649,C-0000199,Medical Director Review,2025-07-29 14:57:44.449502879,126.93,U-0062,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001650,C-0000199,Approval,2025-07-29 17:45:20.082603353,16.08,U-0014,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001651,C-0000199,Payment Processing,2025-07-29 23:26:31.427725609,70.92,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001652,C-0000199,Case Closed,2025-07-30 00:49:30.039625202,4.08,U-0056,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001653,C-0000200,Claim Received,2025-07-30 22:26:13.163154527,3.61,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001654,C-0000200,Eligibility Check,2025-07-30 22:41:24.459222242,4.01,U-0071,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001655,C-0000200,Document Intake,2025-07-30 23:13:07.175164098,10.95,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001656,C-0000200,Document Review,2025-07-31 04:56:49.765020797,36.56,U-0019,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001657,C-0000200,Approval,2025-07-31 07:45:51.918981218,8.09,U-0001,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001658,C-0000200,Payment Processing,2025-07-31 09:53:23.673125415,12.55,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001659,C-0000200,Case Closed,2025-07-31 10:51:36.704431094,2.92,U-0055,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001660,C-0000201,Claim Received,2025-09-07 04:27:53.112698572,4.71,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001661,C-0000201,Eligibility Check,2025-09-07 05:46:20.311121067,11.98,U-0029,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001662,C-0000201,Document Intake,2025-09-07 07:31:26.701624079,9.93,U-0075,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001663,C-0000201,Document Review,2025-09-07 11:21:35.870592558,41.71,U-0014,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001664,C-0000201,Approval,2025-09-07 13:49:22.748890175,17.21,U-0001,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001665,C-0000201,Payment Processing,2025-09-07 23:40:21.546092909,11.61,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001666,C-0000201,Case Closed,2025-09-07 23:54:43.024859322,4.83,U-0073,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001667,C-0000202,Claim Received,2025-10-10 11:01:57.679346103,5.54,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001668,C-0000202,Eligibility Check,2025-10-10 11:16:49.269027120,8.62,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001669,C-0000202,Document Intake,2025-10-10 11:53:30.795268482,7.31,U-0028,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001670,C-0000202,Document Review,2025-10-10 14:14:26.849781539,33.7,U-0061,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001671,C-0000202,Medical Necessity Review,2025-10-10 21:22:44.833503697,158.5,U-0093,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001672,C-0000202,Approval,2025-10-11 00:48:26.546356917,16.64,U-0030,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001673,C-0000202,Payment Processing,2025-10-11 02:06:26.845338353,29.96,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001674,C-0000202,Case Closed,2025-10-11 03:18:01.294951885,6.53,U-0056,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001675,C-0000203,Claim Received,2025-12-23 15:32:53.811675903,1.93,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001676,C-0000203,Eligibility Check,2025-12-23 15:42:42.781595606,8.82,U-0084,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001677,C-0000203,Document Intake,2025-12-23 17:34:26.024120771,5.85,U-0052,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001678,C-0000203,Document Review,2025-12-23 18:59:34.332659910,54.7,U-0055,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001679,C-0000203,Medical Necessity Review,2025-12-23 22:26:27.817122674,92.12,U-0010,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001680,C-0000203,Nurse Review,2025-12-24 01:39:26.428512124,67.98,U-0011,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001681,C-0000203,Approval,2025-12-24 06:44:27.545468607,9.59,U-0046,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001682,C-0000203,Payment Processing,2025-12-24 07:52:58.636276038,19.12,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001683,C-0000203,Case Closed,2025-12-24 08:37:37.453500181,5.41,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001684,C-0000204,Claim Received,2025-08-08 00:18:24.951957307,2.35,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001685,C-0000204,Eligibility Check,2025-08-08 00:38:57.040302082,17.63,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001686,C-0000204,Document Intake,2025-08-08 02:07:23.195802100,5.38,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001687,C-0000204,Document Review,2025-08-08 04:14:54.986602514,33.87,U-0030,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001688,C-0000204,Medical Necessity Review,2025-08-08 10:30:31.222996663,73.05,U-0095,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001689,C-0000204,Nurse Review,2025-08-08 16:25:20.317946274,42.02,U-0041,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001690,C-0000204,Medical Director Review,2025-08-09 04:43:42.624393176,160.34,U-0090,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001691,C-0000204,Approval,2025-08-09 08:23:21.038392160,13.7,U-0030,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001692,C-0000204,Payment Processing,2025-08-09 13:03:30.269172051,13.49,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001693,C-0000204,Case Closed,2025-08-09 14:22:28.890199257,6.19,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001694,C-0000205,Claim Received,2025-07-31 02:04:49.812257768,3.44,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001695,C-0000205,Eligibility Check,2025-07-31 02:36:34.031328698,6.88,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001696,C-0000205,Document Intake,2025-07-31 04:05:23.616778455,7.7,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001697,C-0000205,Document Review,2025-07-31 07:55:18.947038214,46.75,U-0031,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001698,C-0000205,Medical Necessity Review,2025-07-31 11:51:42.908659670,71.28,U-0002,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001699,C-0000205,Nurse Review,2025-07-31 15:22:41.135912390,84.96,U-0034,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001700,C-0000205,Medical Director Review,2025-08-01 10:41:15.960003511,68.0,U-0062,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001701,C-0000205,Approval,2025-08-01 12:19:48.161314447,17.16,U-0025,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001702,C-0000205,Payment Processing,2025-08-01 17:52:58.078823034,16.09,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001703,C-0000205,Case Closed,2025-08-01 18:26:07.876116675,4.13,U-0045,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001704,C-0000206,Claim Received,2025-08-16 08:00:37.487727477,3.36,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001705,C-0000206,Eligibility Check,2025-08-16 08:30:02.444670108,7.51,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001706,C-0000206,Document Intake,2025-08-16 09:50:43.416572952,19.38,U-0028,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001707,C-0000206,Document Review,2025-08-16 14:47:09.499810106,42.3,U-0025,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001708,C-0000206,Medical Necessity Review,2025-08-17 01:09:15.417228114,139.65,U-0034,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001709,C-0000206,Nurse Review,2025-08-17 05:30:24.977079310,34.95,U-0077,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001710,C-0000206,Medical Director Review,2025-08-17 19:01:35.115510929,61.08,U-0062,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001711,C-0000206,Approval,2025-08-17 20:52:31.055954651,7.86,U-0031,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001712,C-0000206,Payment Processing,2025-08-17 22:08:29.387594522,9.49,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001713,C-0000206,Case Closed,2025-08-17 22:58:06.237259617,9.97,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001714,C-0000207,Claim Received,2025-12-08 00:03:59.616558746,3.01,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001715,C-0000207,Eligibility Check,2025-12-08 00:20:58.240394999,11.97,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001716,C-0000207,Document Intake,2025-12-08 01:45:55.213219300,7.77,U-0075,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001717,C-0000207,Document Review,2025-12-08 05:03:22.771950478,36.53,U-0053,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001718,C-0000207,Approval,2025-12-08 08:34:42.322546878,13.03,U-0031,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001719,C-0000207,Payment Processing,2025-12-08 13:23:09.444731267,14.17,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001720,C-0000207,Case Closed,2025-12-08 14:17:47.148173831,6.17,U-0081,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001721,C-0000208,Claim Received,2025-07-06 12:01:02.234180185,4.45,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001722,C-0000208,Eligibility Check,2025-07-06 12:24:22.417348738,15.66,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001723,C-0000208,Document Intake,2025-07-06 14:01:29.915402228,8.86,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001724,C-0000208,Document Review,2025-07-06 17:46:50.862092949,64.09,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001725,C-0000208,Provider Clarification,2025-07-07 00:15:33.110248338,46.59,U-0013,Provider Services,ProviderPortal,provider_clarification,Task Completed,Completed
E-000001726,C-0000208,Document Review,2025-07-07 08:45:37.323266249,38.93,U-0087,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001727,C-0000208,Approval,2025-07-07 11:15:42.611088682,19.95,U-0054,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001728,C-0000208,Payment Processing,2025-07-07 21:59:37.117521391,16.78,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001729,C-0000208,Case Closed,2025-07-07 22:37:08.276563881,6.36,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001730,C-0000209,Claim Received,2025-09-08 13:39:09.848932246,5.08,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001731,C-0000209,Eligibility Check,2025-09-08 14:11:15.263959847,14.61,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001732,C-0000209,Member Info Correction,2025-09-08 18:55:03.315863767,32.22,U-0029,Eligibility Operations,Member360,member_info_correction,Task Completed,Completed
E-000001733,C-0000209,Eligibility Check,2025-09-08 20:44:25.017336785,13.49,U-0029,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001734,C-0000209,Document Intake,2025-09-08 22:48:01.394185803,17.77,U-0052,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001735,C-0000209,Document Review,2025-09-09 05:21:48.667810279,29.54,U-0040,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001736,C-0000209,Approval,2025-09-09 06:43:49.577260411,17.93,U-0025,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001737,C-0000209,Payment Processing,2025-09-09 10:02:24.323255213,17.79,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001738,C-0000209,Case Closed,2025-09-09 10:57:35.073316814,4.72,U-0053,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001739,C-0000210,Claim Received,2025-07-22 18:37:24.165229244,4.12,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001740,C-0000210,Eligibility Check,2025-07-22 20:38:38.013141568,10.89,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001741,C-0000210,Document Intake,2025-07-22 21:33:48.731103190,8.37,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001742,C-0000210,Document Review,2025-07-23 02:30:00.680351375,67.36,U-0001,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
